"state","year","zhvi_avg","warn_events","workers_affected","closures","layoffs","pop","births","deaths","netmig","disaster_declarations","workers_affected_per_capita","layoffs_per_capita","layoffs_per_capita_lag1","layoffs_per_capita_lag2","disaster_declarations_lag1","cpi","zhvi_real"
"North Carolina",2020,220620.570943307,369,30345,56,313,10450215,28679,25884,9468,343,0.00290376800860078,2.99515368822555e-05,3.14244293894976e-06,4.71545682479614e-06,150,258.811,185879.422503733
"North Carolina",2021,259788.73480296,53,5140,21,32,10565503,116720,115540,113553,30,0.0004864889063966,3.02872470908389e-06,2.99515368822555e-05,3.14244293894976e-06,343,270.97,209058.17011549
"North Carolina",2022,308352.541594547,41,6116,23,18,10705768,121548,118289,136268,101,0.000571280827307298,1.68133664021115e-06,3.02872470908389e-06,2.99515368822555e-05,30,292.655,229752.17170368
"North Carolina",2023,319954.183448355,99,8643,58,41,10871849,121274,108957,152700,0,0.000794988966458235,3.77120763910536e-06,1.68133664021115e-06,3.02872470908389e-06,101,304.702,228971.025546319
"North Carolina",2024,331174.718243149,70,6413,46,24,11052061,121444,107905,165958,221,0.00058025376443362,2.17154067463073e-06,3.77120763910536e-06,1.68133664021115e-06,0,314.055,229942.635402169
"North Carolina",2025,331473.638208225,89,8555,55,34,11197968,123046,107917,130954,12,0.00076397789313204,3.0362651509631e-06,2.17154067463073e-06,3.77120763910536e-06,221,322.531,224101.917809863
"North Dakota",2010,160727.808363441,0,0,0,0,674752,NA,NA,NA,88,0,0,NA,NA,NA,218.056,160727.808363441
"North Dakota",2011,162788.592706568,0,0,0,0,685526,NA,NA,NA,79,0,0,0,NA,88,224.939,157807.358311468
"North Dakota",2012,169683.786398061,0,0,0,0,702227,NA,NA,NA,0,0,0,0,0,79,229.594,161156.509868793
"North Dakota",2013,189905.875975679,0,0,0,0,723149,NA,NA,NA,52,0,0,0,0,0,232.957,177758.623659099
"North Dakota",2014,202463.847170991,0,0,0,0,738736,NA,NA,NA,10,0,0,0,0,52,236.736,186488.14146863
"North Dakota",2015,218636.581544493,14,832,0,0,755537,NA,NA,NA,0,0.00110120351485103,0,0,0,10,237.017,201145.987103313
"North Dakota",2016,223258.972112844,20,1750,0,0,756114,NA,NA,NA,0,0.00231446580806598,0,0,0,0,240.007,202839.743936795
"North Dakota",2017,219734.766686109,8,1774,0,0,756755,NA,NA,NA,11,0.00234421972765294,0,0,0,0,245.12,195473.581447888
"North Dakota",2018,215855.102897404,2,134,0,0,760062,NA,NA,NA,0,0.000176301406990482,0,0,0,11,251.107,187443.999240946
"North Dakota",2019,218084.29532468,4,386,0,0,763724,NA,NA,NA,19,0.000505418187722266,0,0,0,0,255.657,186009.337124813
"North Dakota",2020,225002.719952964,32,4460,0,0,779612,2560,1768,-417,161,0.00572079444646824,0,0,0,19,258.811,189571.513969899
"North Dakota",2021,235611.336596307,0,0,0,0,777977,10010,7831,-3425,9,0,0,0,0,161,270.97,189602.043077995
"North Dakota",2022,252302.683589801,2,608,0,0,780191,9761,7368,-190,40,0.000779296351790779,0,0,0,9,292.655,187989.66008733
"North Dakota",2023,254876.184848991,10,260,0,0,787071,9729,6936,4088,28,0.000330338686090581,0,0,0,40,304.702,182398.807239308
"North Dakota",2024,258110.399671437,4,12,0,0,793387,9583,6905,3660,17,1.51250272565595e-05,0,0,0,28,314.055,179212.307751046
"North Dakota",2025,269849.271279535,8,404,2,2,799358,9760,7130,3322,26,0.000505405587984357,2.5020078613087e-06,0,0,17,322.531,182439.060735651
"Ohio",2010,114916.863683061,90,11354,0,0,11539449,NA,NA,NA,0,0.000983929128678501,0,NA,NA,NA,218.056,114916.863683061
"Ohio",2011,109508.910708148,66,10161,0,0,11545735,NA,NA,NA,21,0.000880065236210601,0,0,NA,0,224.939,106158.002984702
"Ohio",2012,107578.641336459,92,12590,0,0,11550971,NA,NA,NA,127,0.00108995165860948,0,0,0,21,229.594,102172.392202161
"Ohio",2013,110683.969805518,68,10378,0,0,11579692,NA,NA,NA,2,0.00089622418281937,0,0,0,127,232.957,103604.114578708
"Ohio",2014,114512.551467719,68,8597,0,0,11606573,NA,NA,NA,0,0.000740700980384132,0,0,0,2,236.736,105476.771267762
"Ohio",2015,119213.98744593,64,8649,0,0,11622315,NA,NA,NA,0,0.000744171879698666,0,0,0,0,237.017,109677.049521805
"Ohio",2016,125287.928097258,104,10286,0,0,11640060,NA,NA,NA,0,0.000883672420932538,0,0,0,0,240.007,113829.115189039
"Ohio",2017,131416.39557004,96,13181,0,0,11665706,NA,NA,NA,0,0.00112989303862107,0,0,0,0,245.12,116906.55006699
"Ohio",2018,139645.949113074,71,12362,0,0,11680892,NA,NA,NA,22,0.00105830958800064,0,0,0,0,251.107,121265.584311869
"Ohio",2019,148249.208819082,99,12892,0,0,11696507,NA,NA,NA,33,0.00110220940320046,0,0,0,22,255.657,126445.313362254
"Ohio",2020,158820.667399373,368,54279,0,0,11798534,32332,33790,-2232,176,0.0046004868062422,0,0,0,33,258.811,133811.157371355
"Ohio",2021,181228.689375208,47,4057,0,0,11761443,128188,146978,-23201,0,0.000344940667569447,0,0,0,176,270.97,145839.034175003
"Ohio",2022,200344.925640049,54,6615,0,0,11764950,128825,149201,28796,0,0.000562263333035839,0,0,0,0,292.655,149276.154876447
"Ohio",2023,209395.760749994,82,8003,0,0,11808390,128738,131764,48161,0,0.00067773845545413,0,0,0,0,304.702,149851.336735895
"Ohio",2024,222289.432313419,94,12526,0,0,11860621,126625,127985,54516,11,0.00105609984502498,0,0,0,0,314.055,154340.941722102
"Ohio",2025,231670.807349897,90,13154,47,33,11900510,126825,127554,40431,0,0.00110533077994136,2.77299040125171e-06,0,0,11,322.531,156627.454624483
"Oklahoma",2010,112649.889715855,17,2663,0,0,3760014,NA,NA,NA,204,0.000708242043779624,0,NA,NA,NA,218.056,112649.889715855
"Oklahoma",2011,109851.233983028,14,1772,0,0,3788824,NA,NA,NA,146,0.000467691294185214,0,0,NA,204,224.939,106489.851370385
"Oklahoma",2012,109730.412262021,18,2953,0,0,3819320,NA,NA,NA,15,0.000773174282332981,0,0,0,146,229.594,104216.028189792
"Oklahoma",2013,112809.591653977,16,3198,0,0,3853891,NA,NA,NA,38,0.000829810703001201,0,0,0,15,232.957,105593.771887943
"Oklahoma",2014,116711.017992494,17,2190,0,0,3879187,NA,NA,NA,5,0.000564551283555034,0,0,0,38,236.736,107501.764578988
"Oklahoma",2015,121505.639791071,27,3819,0,0,3910518,NA,NA,NA,86,0.000976596962346165,0,0,0,5,237.017,111785.373160076
"Oklahoma",2016,125066.551768562,25,3454,0,0,3928143,NA,NA,NA,53,0.000879295891213736,0,0,0,86,240.007,113627.985902268
"Oklahoma",2017,128478.848882495,20,2076,0,0,3933602,NA,NA,NA,55,0.000527760561439617,0,0,0,53,245.12,114293.341514039
"Oklahoma",2018,133165.640469618,10,1223,0,0,3943488,NA,NA,NA,8,0.00031013153837415,0,0,0,55,251.107,115638.221547958
"Oklahoma",2019,138796.509167669,24,3126,0,0,3960676,NA,NA,NA,83,0.000789259207266638,0,0,0,8,255.657,118382.878634519
"Oklahoma",2020,148878.040606915,83,9578,0,0,3965243,11614,10355,4026,269,0.00241548878593317,0,0,0,83,258.811,125434.197242704
"Oklahoma",2021,169104.248852356,15,1611,0,0,3992760,47619,50871,29100,155,0.000403480299341809,0,0,0,269,270.97,136082.208686383
"Oklahoma",2022,192354.852149275,20,1688,0,0,4025327,48353,51596,36783,8,0.000419344813477265,0,0,0,155,292.655,143322.78498663
"Oklahoma",2023,200934.918780075,14,853,0,0,4062716,48864,45126,33875,32,0.00020995806746029,0,0,0,8,304.702,143796.44587009
"Oklahoma",2024,207918.488935163,9,1290,0,0,4097758,47829,44917,32242,41,0.000314806291635572,0,0,0,32,314.055,144362.847345993
"Oklahoma",2025,212565.80930115,0,0,0,0,4123288,48603,46044,22912,36,0,0,0,0,41,322.531,143710.992471953
"Oregon",2010,221969.543638549,6,841,4,0,3837614,NA,NA,NA,0,0.000219146584309938,0,NA,NA,NA,218.056,221969.543638549
"Oregon",2011,203546.457278771,12,949,8,3,3872672,NA,NA,NA,9,0.0002450504457904,7.74658943489146e-07,0,NA,0,224.939,197318.0563992
"Oregon",2012,198651.167539657,23,1594,20,2,3900102,NA,NA,NA,12,0.000408707259451163,5.12807100942488e-07,7.74658943489146e-07,0,9,229.594,188668.166367707
"Oregon",2013,216235.317491529,36,4339,21,10,3924110,NA,NA,NA,6,0.0011057284326892,2.54834854272689e-06,5.12807100942488e-07,7.74658943489146e-07,12,232.957,202403.913129603
"Oregon",2014,236798.946993079,18,930,7,9,3965447,NA,NA,NA,10,0.00023452589329778,2.26960541901077e-06,2.54834854272689e-06,5.12807100942488e-07,6,236.736,218113.980068612
"Oregon",2015,258679.705701859,23,2823,13,10,4018542,NA,NA,NA,6,0.000702493590959109,2.48846472178218e-06,2.26960541901077e-06,2.54834854272689e-06,10,237.017,237985.722148726
"Oregon",2016,291387.966123232,53,4152,18,31,4093271,NA,NA,NA,16,0.0010143476940569,7.57340523019365e-06,2.48846472178218e-06,2.26960541901077e-06,6,240.007,264737.671571943
"Oregon",2017,319503.849176881,38,4312,16,22,4147294,NA,NA,NA,11,0.00103971408827057,5.30466371566617e-06,7.57340523019365e-06,2.48846472178218e-06,16,245.12,284227.03710882
"Oregon",2018,341653.630594517,50,2444,33,16,4183538,NA,NA,NA,8,0.000584194526259831,3.82451408353408e-06,5.30466371566617e-06,7.57340523019365e-06,11,251.107,296684.776103088
"Oregon",2019,355000.540152072,38,3214,29,2,4216116,NA,NA,NA,12,0.000762312991388282,4.74370249774911e-07,3.82451408353408e-06,5.30466371566617e-06,8,255.657,302788.493111474
"Oregon",2020,376712.627650806,182,20577,22,94,4243544,10277,9543,5661,139,0.00484901299479869,2.21512961807395e-05,4.74370249774911e-07,3.82451408353408e-06,12,258.811,317391.643844443
"Oregon",2021,441227.223300299,20,2721,7,9,4254691,39632,41866,12280,11,0.000639529404132991,2.11531225181805e-06,2.21512961807395e-05,4.74370249774911e-07,139,270.97,355066.03463103
"Oregon",2022,493165.618262129,15,1760,5,10,4245964,40461,46314,-2046,2,0.000414511286482881,2.35517776410728e-06,2.11531225181805e-06,2.21512961807395e-05,11,292.655,367455.611746824
"Oregon",2023,484098.031064289,39,3025,26,11,4250392,38822,43482,9463,4,0.000711699062110036,2.58799658949104e-06,2.35517776410728e-06,2.11531225181805e-06,2,304.702,346438.422661337
"Oregon",2024,490671.861951335,34,5438,11,17,4265324,38840,42526,18844,33,0.00127493245530703,3.98562922769759e-06,2.58799658949104e-06,2.35517776410728e-06,4,314.055,340685.36889927
"Oregon",2025,491936.287602988,51,8114,14,35,4273586,38334,42098,11864,15,0.00189863969041456,8.18984337743525e-06,3.98562922769759e-06,2.58799658949104e-06,33,322.531,332587.128460697
"Pennsylvania",2010,161381.36712488,96,11668,49,46,12711406,NA,NA,NA,27,0.000917915767933146,3.61879716531751e-06,NA,NA,NA,218.056,161381.36712488
"Pennsylvania",2011,154897.774542743,159,14198,6,7,12747052,NA,NA,NA,108,0.00111382616153131,5.491465791463e-07,3.61879716531751e-06,NA,27,224.939,150157.994503809
"Pennsylvania",2012,152808.113731496,131,13869,0,0,12769123,NA,NA,NA,68,0.00108613567274745,0,5.491465791463e-07,3.61879716531751e-06,108,229.594,145128.906015989
"Pennsylvania",2013,154216.46691312,82,9905,0,0,12779538,NA,NA,NA,29,0.000775067142489815,0,0,5.491465791463e-07,68,232.957,144352.073168899
"Pennsylvania",2014,156656.489830195,116,14250,0,0,12792392,NA,NA,NA,7,0.0011139433500787,0,0,0,29,236.736,144295.280592782
"Pennsylvania",2015,159410.729873192,115,15120,0,0,12789838,NA,NA,NA,0,0.00118218854687604,0,0,0,7,237.017,146658.11360885
"Pennsylvania",2016,164363.16892031,105,13876,0,0,12788468,NA,NA,NA,27,0.001085040053273,0,0,0,0,240.007,149330.541034582
"Pennsylvania",2017,170438.014785677,105,9355,32,18,12794679,NA,NA,NA,0,0.00073116332187779,1.40683482563337e-06,0,0,27,245.12,151619.744419491
"Pennsylvania",2018,178635.433697765,138,13930,100,37,12809107,NA,NA,NA,11,0.00108750750540221,2.88856982770149e-06,1.40683482563337e-06,0,0,251.107,155123.226873006
"Pennsylvania",2019,186177.52626185,102,15987,75,26,12798883,NA,NA,NA,0,0.00124909337791431,2.03142727377069e-06,2.88856982770149e-06,1.40683482563337e-06,11,255.657,158795.286913928
"Pennsylvania",2020,198677.630602238,425,68967,165,260,12995576,32886,40353,-2918,134,0.00530695984541201,2.00068084708211e-05,2.03142727377069e-06,2.88856982770149e-06,0,258.811,167391.839676836
"Pennsylvania",2021,224325.4054693,56,8341,36,19,13016628,130148,155831,38797,13,0.000640795757549497,1.45967142949772e-06,2.00068084708211e-05,2.03142727377069e-06,134,270.97,180519.986031715
"Pennsylvania",2022,245049.094449348,47,8400,25,22,12984655,131590,155234,-3439,0,0.000646917457568183,1.69430762696429e-06,1.45967142949772e-06,2.00068084708211e-05,13,292.655,182585.041565143
"Pennsylvania",2023,253503.00379943,62,8208,35,27,13009406,129053,141231,38794,0,0.000630928114627217,2.07542142969479e-06,1.69430762696429e-06,1.45967142949772e-06,0,304.702,181416.108185993
"Pennsylvania",2024,265245.583008262,84,10102,56,28,13045848,127537,137190,47212,13,0.000774345983488387,2.14627673111016e-06,2.07542142969479e-06,1.69430762696429e-06,0,314.055,184166.438516978
"Pennsylvania",2025,273997.613518477,96,15846,57,39,13059432,126981,137689,23985,0,0.00121337589567448,2.98634733884291e-06,2.14627673111016e-06,2.07542142969479e-06,13,322.531,185243.662201106
"Rhode Island",2010,229443.109118414,5,391,2,0,1053994,NA,NA,NA,10,0.000370969853718332,0,NA,NA,NA,218.056,229443.109118414
"Rhode Island",2011,218395.846253911,8,479,6,0,1053829,NA,NA,NA,11,0.000454532946047224,0,0,NA,10,224.939,211713.062878126
"Rhode Island",2012,208211.445322844,3,271,3,0,1054893,NA,NA,NA,9,0.000256898092981942,0,0,0,11,229.594,197748.002653894
"Rhode Island",2013,213792.935816701,5,132,4,0,1055560,NA,NA,NA,5,0.000125052105043768,0,0,0,9,232.957,200117.75740779
"Rhode Island",2014,222978.762796579,4,311,2,0,1056511,NA,NA,NA,0,0.000294365132024181,0,0,0,5,236.736,205384.297700269
"Rhode Island",2015,230492.773914911,3,417,1,0,1056886,NA,NA,NA,5,0.000394555325739957,0,0,0,0,237.017,212053.702092212
"Rhode Island",2016,244793.190377609,7,793,5,0,1057816,NA,NA,NA,0,0.000749657785474979,0,0,0,5,240.007,222404.446207735
"Rhode Island",2017,262686.971002728,1,171,1,0,1056554,NA,NA,NA,0,0.000161846909859789,0,0,0,0,245.12,233683.380176937
"Rhode Island",2018,280918.853045635,7,1096,6,0,1059338,NA,NA,NA,0,0.0010346084063821,0,0,0,0,251.107,243943.981727786
"Rhode Island",2019,291008.460736765,4,303,4,0,1058158,NA,NA,NA,0,0.000286346651445247,0,0,0,0,255.657,248208.110532534
"Rhode Island",2020,310113.261322293,23,3170,2,0,1096487,2544,3379,-317,13,0.00289105114789323,0,0,0,0,258.811,261279.687922437
"Rhode Island",2021,360208.041788154,2,558,1,0,1097381,10025,11305,1475,6,0.000508483379974685,0,0,0,13,270.97,289867.973429375
"Rhode Island",2022,403728.107891143,3,276,0,0,1098275,10449,11068,1956,6,0.000251303179986797,0,0,0,6,292.655,300816.101875284
"Rhode Island",2023,425058.016313352,8,1171,6,0,1101183,10049,10543,3592,1,0.0010634018142307,0,0,0,6,304.702,304187.208502814
"Rhode Island",2024,458295.640341361,13,2112,3,8,1110415,9908,10299,9699,8,0.00190199159773598,7.20451362778781e-06,0,0,1,314.055,318205.77335268
"Rhode Island",2025,478911.033344899,9,1548,3,6,1114521,10021,10325,4372,0,0.00138893748973774,5.38347864239436e-06,7.20451362778781e-06,0,8,322.531,323781.045192727
"South Carolina",2010,148129.367582694,0,0,0,0,4635846,NA,NA,NA,0,0,0,NA,NA,NA,218.056,148129.367582694
"South Carolina",2011,140388.667061581,0,0,0,0,4672655,NA,NA,NA,0,0,0,0,NA,0,224.939,136092.85710695
"South Carolina",2012,139287.691273098,169,6213,101,68,4719027,NA,NA,NA,0,0.00131658496550242,1.44097501455279e-05,0,0,0,229.594,132287.937874015
"South Carolina",2013,143058.690161823,30,4251,15,13,4766469,NA,NA,NA,0,0.000891855165742188,2.72738582795776e-06,1.44097501455279e-05,0,0,232.957,133907.99908106
"South Carolina",2014,148655.471657365,21,2500,15,6,4826858,NA,NA,NA,68,0.000517935269693038,1.24304464726329e-06,2.72738582795776e-06,1.44097501455279e-05,0,236.736,136925.594450014
"South Carolina",2015,154605.087644812,32,4275,24,8,4896006,NA,NA,NA,83,0.000873160694656011,1.63398492567207e-06,1.24304464726329e-06,2.72738582795776e-06,68,237.017,142236.915459554
"South Carolina",2016,163532.423653674,32,2625,29,3,4963031,NA,NA,NA,75,0.000528910659635211,6.04469325297384e-07,1.63398492567207e-06,1.24304464726329e-06,83,240.007,148575.775590818
"South Carolina",2017,171373.286970904,26,8005,18,8,5027102,NA,NA,NA,94,0.00159236872456537,1.59137411574303e-06,6.04469325297384e-07,1.63398492567207e-06,75,245.12,152451.752055024
"South Carolina",2018,181360.64837812,31,5123,19,12,5091702,NA,NA,NA,66,0.00100614686405449,2.35677578931367e-06,1.59137411574303e-06,6.04469325297384e-07,94,251.107,157489.74557754
"South Carolina",2019,190856.911092138,49,6185,22,27,5157702,NA,NA,NA,59,0.00119917746314153,5.23488949148283e-06,2.35677578931367e-06,1.59137411574303e-06,66,255.657,162786.446704401
"South Carolina",2020,203911.354740968,149,22592,26,123,5131992,13527,14085,15127,114,0.00440218924737217,2.3967301585817e-05,5.23488949148283e-06,2.35677578931367e-06,59,258.811,171801.408631768
"South Carolina",2021,234710.957284234,29,3390,15,14,5194346,55879,65049,72432,0,0.000652632689466585,2.69523824558472e-06,2.3967301585817e-05,5.23488949148283e-06,114,270.97,188877.48644341
"South Carolina",2022,277321.280283495,43,5126,29,14,5288957,57655,64806,98706,92,0.00096918919930716,2.64702473474449e-06,2.69523824558472e-06,2.3967301585817e-05,0,292.655,206630.910435488
"South Carolina",2023,289604.329117124,48,4471,25,23,5390798,58198,59063,101204,46,0.000829376281582059,4.26652974197883e-06,2.64702473474449e-06,2.69523824558472e-06,92,304.702,207251.549349737
"South Carolina",2024,298849.597162303,50,5131,24,26,5490316,58035,58560,99127,140,0.000934554586657671,4.73561084644308e-06,4.26652974197883e-06,2.64702473474449e-06,46,314.055,207498.52019176
"South Carolina",2025,299373.851512301,41,5439,20,21,5570274,59681,59117,79552,7,0.000976433116216545,3.77001203172411e-06,4.73561084644308e-06,4.26652974197883e-06,140,322.531,202399.969507943
"South Dakota",2010,143120.335420479,2,84,0,0,816193,NA,NA,NA,108,0.000102916834621223,0,NA,NA,NA,218.056,143120.335420479
"South Dakota",2011,142698.648392199,3,419,0,0,823740,NA,NA,NA,40,0.000508655643771093,0,0,NA,108,224.939,138332.154378784
"South Dakota",2012,148202.254916779,6,434,0,0,833859,NA,NA,NA,2,0.000520471686460181,0,0,0,40,229.594,140754.5096916
"South Dakota",2013,156904.590257053,4,328,0,0,842751,NA,NA,NA,38,0.000389201555382313,0,0,0,2,232.957,146868.251793644
"South Dakota",2014,161572.769506295,2,977,0,0,849670,NA,NA,NA,13,0.00114985818023468,0,0,0,38,236.736,148823.634037344
"South Dakota",2015,168641.13728555,2,290,0,0,854663,NA,NA,NA,15,0.000339315028262602,0,0,0,13,237.017,155150.102448086
"South Dakota",2016,176696.572611192,1,63,0,0,863693,NA,NA,NA,0,7.2942584923115e-05,0,0,0,15,240.007,160535.933690709
"South Dakota",2017,184183.38693606,1,58,0,0,873732,NA,NA,NA,28,6.63819111581126e-05,0,0,0,0,245.12,163847.473163061
"South Dakota",2018,192918.921409563,6,926,0,0,879386,NA,NA,NA,1,0.0010530074392815,0,0,0,28,251.107,167526.70505754
"South Dakota",2019,202495.754457923,2,164,0,0,887127,NA,NA,NA,123,0.000184866428369332,0,0,0,1,255.657,172713.495949952
"South Dakota",2020,215192.630209382,7,804,0,0,887808,2841,2054,362,286,0.000905601211072664,0,0,0,123,258.811,181306.220264738
"South Dakota",2021,244860.799336855,1,300,0,0,896303,11064,9872,7278,2,0.000334708240405309,0,0,0,286,270.97,197045.305606515
"South Dakota",2022,282799.230880124,5,662,0,0,909156,11244,9282,10548,28,0.000728147864612894,0,0,0,2,292.655,210712.508205212
"South Dakota",2023,291021.628556524,5,612,3,0,917739,11183,8586,5875,30,0.000666856263055182,0,0,0,28,304.702,208265.821151556
"South Dakota",2024,297749.049051851,6,651,5,1,927110,11309,8687,6684,26,0.000702182049594978,1.07862065990012e-06,0,0,30,314.055,206734.382958559
"South Dakota",2025,305392.878172444,5,414,3,2,935094,11299,8694,5352,1,0.000442736238281927,2.13882240715907e-06,1.07862065990012e-06,0,26,322.531,206469.298897689
"Tennessee",2010,140490.842186848,0,0,0,0,6355518,NA,NA,NA,59,0,0,NA,NA,NA,218.056,140490.842186848
"Tennessee",2011,135807.229409714,4,313,2,1,6400298,NA,NA,NA,103,4.89039729087614e-05,1.5624272494812e-07,0,NA,59,224.939,131651.608730209
"Tennessee",2012,135325.921937039,160,9445,52,98,6455752,NA,NA,NA,10,0.00146303637438365,1.51802609517838e-05,1.5624272494812e-07,0,103,229.594,128525.263002966
"Tennessee",2013,138842.911919116,103,9769,36,66,6496943,NA,NA,NA,0,0.00150363024579406,1.0158623832778e-05,1.51802609517838e-05,1.5624272494812e-07,10,232.957,129961.881383409
"Tennessee",2014,144992.555619572,71,3931,25,46,6544617,NA,NA,NA,33,0.00060064630214419,7.02867715559215e-06,1.0158623832778e-05,1.51802609517838e-05,0,236.736,133551.706154457
"Tennessee",2015,152522.919584739,72,8592,42,30,6595354,NA,NA,NA,45,0.00130273522846537,4.54865652397127e-06,7.02867715559215e-06,1.0158623832778e-05,33,237.017,140321.317681727
"Tennessee",2016,163303.750603556,55,8523,34,21,6651277,NA,NA,NA,7,0.001281408066451,3.1572884425051e-06,4.54865652397127e-06,7.02867715559215e-06,45,240.007,148368.016939544
"Tennessee",2017,175650.576081537,46,6430,23,22,6714748,NA,NA,NA,14,0.000957593643127039,3.27637016310962e-06,3.1572884425051e-06,4.54865652397127e-06,7,245.12,156256.780426059
"Tennessee",2018,188503.862885074,39,4631,1,0,6778180,NA,NA,NA,0,0.000683221749791242,0,3.27637016310962e-06,3.1572884425051e-06,14,251.107,163692.761752033
"Tennessee",2019,201696.827947021,31,3830,0,0,6830325,NA,NA,NA,69,0.000560734664895155,0,0,3.27637016310962e-06,0,255.657,172032.072326655
"Tennessee",2020,218815.912370759,275,37579,0,0,6927736,19280,18918,14936,225,0.00542442725877545,0,0,0,69,258.811,184358.943738552
"Tennessee",2021,254962.547458808,21,2218,0,0,6966687,79603,89394,49512,51,0.000318372276521107,0,0,0,225,270.97,205174.42244041
"Tennessee",2022,303684.15948814,13,2232,0,0,7063325,82228,91620,102443,21,0.00031599848513271,0,0,0,51,292.655,226273.779984439
"Tennessee",2023,313546.841510725,50,4837,0,0,7153029,83201,81142,86526,95,0.000676217026381411,0,0,0,21,304.702,224385.695113464
"Tennessee",2024,324905.32644882,55,6797,1,2,7251291,83396,80107,94472,34,0.000937350328376009,2.75812955237902e-07,0,0,95,314.055,225589.644693203
"Tennessee",2025,326764.617649906,51,8307,29,22,7315076,84408,80811,60379,125,0.00113559995822326,3.00748755036858e-06,2.75812955237902e-07,0,34,322.531,220918.254264762
"Texas",2010,140110.813276123,153,13006,0,0,25241897,NA,NA,NA,46,0.000515254459678684,0,NA,NA,NA,218.056,140110.813276123
"Texas",2011,135742.559349403,162,16675,0,0,25645504,NA,NA,NA,261,0.000650211436671317,0,0,NA,46,224.939,131588.917535392
"Texas",2012,136176.203646406,164,19997,0,0,26084120,NA,NA,NA,1,0.000766635025448434,0,0,0,261,229.594,129332.814717809
"Texas",2013,143150.936887147,186,19272,0,0,26479646,NA,NA,NA,6,0.000727804291643476,0,0,0,1,232.957,133994.34528202
"Texas",2014,154498.566151378,155,16230,0,0,26963092,NA,NA,NA,1,0.000601933932502993,0,0,0,6,236.736,142307.631035013
"Texas",2015,167333.415920502,251,29441,0,0,27468531,NA,NA,NA,136,0.00107180831767086,0,0,0,1,237.017,153946.996805972
"Texas",2016,180164.235356023,254,27946,0,0,27914064,NA,NA,NA,145,0.00100114408278207,0,0,0,136,240.007,163686.444582003
"Texas",2017,191991.199979973,225,19734,0,0,28291024,NA,NA,NA,53,0.000697535727232779,0,0,0,145,245.12,170793.215987406
"Texas",2018,203950.515911116,177,21788,0,0,28624564,NA,NA,NA,9,0.000761164432059122,0,0,0,53,251.107,177106.308057977
"Texas",2019,213239.12774954,161,15519,0,0,28986794,NA,NA,NA,47,0.000535381732798736,0,0,0,9,255.657,181876.777246677
"Texas",2020,224604.842934429,1180,91695,0,0,29237895,88105,55689,54457,614,0.00313616968663442,0,0,0,47,258.811,189236.290694406
"Texas",2021,257461.555497471,165,14516,0,0,29572672,364360,269979,242841,510,0.000490858587279499,0,0,0,614,270.97,207185.43361094
"Texas",2022,303346.021652865,81,6755,0,0,30118002,383791,260655,417211,7,0.000224284466147522,0,0,0,510,292.655,226021.834916667
"Texas",2023,305657.777541172,228,24262,0,0,30719247,390308,231625,440357,23,0.000789798005139905,0,0,0,7,304.702,218739.989693267
"Texas",2024,306120.973503137,194,26733,0,0,31318578,387626,230260,440931,154,0.000853582815924784,0,0,0,23,314.055,212547.213062044
"Texas",2025,300639.900743323,280,24212,0,0,31709821,390203,232492,234774,36,0.000763548933309967,0,0,0,154,322.531,203255.917094748
"Utah",2010,203564.273738994,15,1644,0,0,2775413,NA,NA,NA,1,0.000592344274527791,0,NA,NA,NA,218.056,203564.273738994
"Utah",2011,188129.989014822,16,1372,0,0,2814797,NA,NA,NA,22,0.000487424137513291,0,0,NA,1,224.939,182373.322921397
"Utah",2012,189837.544411284,8,2218,0,0,2854146,NA,NA,NA,7,0.00077711511604522,0,0,0,22,229.594,180297.462408194
"Utah",2013,210132.379262895,11,1241,0,0,2898773,NA,NA,NA,1,0.000428112170218227,0,0,0,7,232.957,196691.34686895
"Utah",2014,223916.560245948,15,2646,0,0,2938327,NA,NA,NA,1,0.00090051243445675,0,0,0,1,236.736,206248.09687158
"Utah",2015,237769.982605143,19,2094,0,0,2983626,NA,NA,NA,0,0.000701830591367685,0,0,0,1,237.017,218748.74514042
"Utah",2016,260219.382586503,17,2050,0,0,3044241,NA,NA,NA,1,0.000673402664243731,0,0,0,0,240.007,236419.761462302
"Utah",2017,282687.617451537,13,1502,0,0,3103540,NA,NA,NA,5,0.000483963473968436,0,0,0,1,245.12,251475.730707459
"Utah",2018,309298.951248602,18,2489,0,0,3155153,NA,NA,NA,4,0.000788868241888745,0,0,0,5,251.107,268588.657876783
"Utah",2019,333333.904645555,7,425,0,0,3203383,NA,NA,NA,1,0.000132672240565677,0,0,0,4,255.657,284308.498931738
"Utah",2020,363124.245555165,33,5375,0,0,3283970,11868,4967,4771,78,0.00163673845985195,0,0,0,1,258.811,305943.025948577
"Utah",2021,445999.388818453,11,1459,0,0,3339874,45687,22007,32305,8,0.000436842827004851,0,0,0,78,270.97,358906.309658621
"Utah",2022,522488.371207125,9,1464,0,0,3393928,46261,23362,31549,0,0.000431358590989555,0,0,0,8,292.655,389303.870673458
"Utah",2023,505704.325395066,22,1884,0,0,3449259,45440,21147,31003,5,0.000546204271700096,0,0,0,0,304.702,361900.684532253
"Utah",2024,513181.942394255,13,2463,0,0,3502983,45668,21529,29558,1,0.00070311503081802,0,0,0,5,314.055,356314.663452967
