"state","year","zhvi_avg","warn_events","workers_affected","closures","layoffs","pop","births","deaths","netmig","disaster_declarations","workers_affected_per_capita","layoffs_per_capita","layoffs_per_capita_lag1","layoffs_per_capita_lag2","disaster_declarations_lag1","cpi","zhvi_real"
"Alabama",2010,125684.405998173,30,3993,21,9,4785514,NA,NA,NA,3,0.000834393128930351,1.88067572260785e-06,NA,NA,NA,218.056,125684.405998173
"Alabama",2011,119875.264889055,36,5445,22,14,4799642,NA,NA,NA,134,0.00113445961177938,2.91688421761456e-06,1.88067572260785e-06,NA,3,224.939,116207.152875436
"Alabama",2012,121658.98695778,32,5156,18,14,4816632,NA,NA,NA,11,0.00107045753132064,2.90659531390399e-06,2.91688421761456e-06,1.88067572260785e-06,134,229.594,115545.145169585
"Alabama",2013,128972.422809964,41,7329,26,15,4831586,NA,NA,NA,0,0.00151689321063518,3.1045706316725e-06,2.90659531390399e-06,2.91688421761456e-06,11,232.957,120722.754105906
"Alabama",2014,133206.09033159,17,4454,9,8,4843737,NA,NA,NA,21,0.00091953795179218,1.65161733595362e-06,3.1045706316725e-06,2.90659531390399e-06,0,236.736,122695.269132474
"Alabama",2015,135095.071872827,26,4946,13,13,4854803,NA,NA,NA,0,0.00101878490229161,2.67776056000625e-06,1.65161733595362e-06,3.1045706316725e-06,21,237.017,124287.671315987
"Alabama",2016,139962.93032955,21,3566,10,11,4866824,NA,NA,NA,39,0.00073271603822123,2.26020090309409e-06,2.67776056000625e-06,1.65161733595362e-06,0,240.007,127161.94417638
"Alabama",2017,144021.288311231,12,2200,5,7,4877989,NA,NA,NA,116,0.000451005527072734,1.43501758614052e-06,2.26020090309409e-06,2.67776056000625e-06,39,245.12,128119.721132481
"Alabama",2018,149763.209092931,28,3474,19,9,4891628,NA,NA,NA,27,0.000710193007317809,1.83987825730002e-06,1.43501758614052e-06,2.26020090309409e-06,116,251.107,130051.198580558
"Alabama",2019,158084.313265354,17,1847,10,7,4907965,NA,NA,NA,13,0.00037632705204703,1.42625303970179e-06,1.83987825730002e-06,1.43501758614052e-06,27,255.657,134833.910330599
"Alabama",2020,170808.710830139,30,5614,15,15,5032962,13899,15121,9584,278,0.00111544653029369,2.98035232533049e-06,1.42625303970179e-06,1.83987825730002e-06,13,258.811,143911.442128723
"Alabama",2021,194232.643291086,9,881,5,4,5050058,57327,69137,27603,11,0.000174453441920865,7.92070110877935e-07,2.98035232533049e-06,1.42625303970179e-06,278,270.97,156303.624997163
"Alabama",2022,218554.765187683,7,839,5,2,5076868,58251,67263,36109,0,0.000165259368571332,3.93943667631303e-07,7.92070110877935e-07,2.98035232533049e-06,11,292.655,162844.229135895
"Alabama",2023,224284.423038057,25,3839,12,13,5117850,58640,60111,42395,23,0.000750119679162148,2.54012915579784e-06,3.93943667631303e-07,7.92070110877935e-07,0,304.702,160506.213119659
"Alabama",2024,228289.443554841,21,1848,10,11,5163055,57648,59508,47055,67,0.000357927622308885,2.13052156136241e-06,2.54012915579784e-06,3.93943667631303e-07,23,314.055,158506.894982708
"Alabama",2025,230476.336670025,29,4057,15,14,5193088,57680,59868,32304,0,0.000781230743634616,2.69589115377979e-06,2.13052156136241e-06,2.54012915579784e-06,67,322.531,155819.899696212
"Alaska",2010,245873.32613719,1,109,0,0,713982,NA,NA,NA,0,0.000152664913121059,0,NA,NA,NA,218.056,245873.32613719
"Alaska",2011,242859.567834059,0,0,0,0,722349,NA,NA,NA,9,0,0,0,NA,0,224.939,235428.209086123
"Alaska",2012,248437.976074411,4,591,2,0,730810,NA,NA,NA,6,0.000808691725619518,0,0,0,9,229.594,235952.992285869
"Alaska",2013,256461.826972483,1,75,0,0,737626,NA,NA,NA,5,0.000101677543904363,0,0,0,6,232.957,240057.350250526
"Alaska",2014,260724.217541872,0,0,0,0,737075,NA,NA,NA,5,0,0,0,0,5,236.736,240151.392185009
"Alaska",2015,270763.835303517,1,134,0,0,738430,NA,NA,NA,3,0.000181466083447314,0,0,0,5,237.017,249103.139736574
"Alaska",2016,277447.632419334,4,356,1,0,742575,NA,NA,NA,1,0.000479412853920479,0,0,0,3,240.007,252072.318452505
"Alaska",2017,279667.965168407,4,513,0,0,740983,NA,NA,NA,1,0.000692323575574608,0,0,0,1,245.12,248789.481938488
"Alaska",2018,283844.01532787,7,1028,4,0,736624,NA,NA,NA,5,0.0013955559417016,0,0,0,1,251.107,246484.13069462
"Alaska",2019,301079.416737084,1,173,1,0,733603,NA,NA,NA,6,0.00023582237259117,0,0,0,5,255.657,256797.870960004
"Alaska",2020,312052.21177692,22,4281,0,0,732906,2408,1193,-1634,121,0.00584113105909898,0,0,0,6,258.811,262913.311610511
"Alaska",2021,328181.437353243,4,418,0,0,734590,9460,5431,-2170,5,0.000569024898242557,0,0,0,121,270.97,264095.40356312
"Alaska",2022,350571.462347691,1,182,0,0,733659,9392,6470,-3933,16,0.000248071651816443,0,0,0,5,292.655,261209.310600154
"Alaska",2023,353925.928278819,4,128,1,0,734654,9130,5616,-2578,11,0.000174231679130584,0,0,0,16,304.702,253282.460294865
"Alaska",2024,359521.964988219,0,0,0,0,736537,9037,5620,-1575,7,0,0,0,0,11,314.055,249624.816027355
"Alaska",2025,369641.141731618,3,183,1,1,737270,8867,5559,-2566,18,0.000248213002020969,1.35635520230038e-06,0,0,7,322.531,249906.113835352
"Arizona",2010,157836.336757692,22,3909,0,0,6407342,NA,NA,NA,24,0.000610081372275742,0,NA,NA,NA,218.056,157836.336757692
"Arizona",2011,139867.937165325,29,2844,0,0,6473416,NA,NA,NA,4,0.000439335275224086,0,0,NA,24,224.939,135588.0612367
"Arizona",2012,147437.482685925,51,5207,0,0,6556344,NA,NA,NA,0,0.000794192617104899,0,0,0,4,229.594,140028.170268222
"Arizona",2013,174901.414709385,25,3173,0,0,6634690,NA,NA,NA,4,0.000478243896851247,0,0,0,0,232.957,163713.916670757
"Arizona",2014,192349.738937612,30,5915,0,0,6732873,NA,NA,NA,3,0.000878525408098445,0,0,0,4,236.736,177172.101724199
"Arizona",2015,202642.623836714,45,5526,0,0,6832810,NA,NA,NA,2,0.000808744864850625,0,0,0,3,237.017,186431.52171928
"Arizona",2016,219546.278689462,33,3865,0,0,6944767,NA,NA,NA,1,0.000556534150101796,0,0,0,2,240.007,199466.612831748
"Arizona",2017,234500.864601861,14,1527,0,0,7048088,NA,NA,NA,3,0.000216654502611205,0,0,0,1,245.12,208609.336372485
"Arizona",2018,252412.509840148,34,3696,0,0,7164228,NA,NA,NA,4,0.000515896479006531,0,0,0,3,251.107,219189.677092647
"Arizona",2019,269611.694690298,56,6681,0,0,7291843,NA,NA,NA,2,0.000916229271529845,0,0,0,4,255.657,229958.294501569
"Arizona",2020,295886.292385068,188,30648,0,0,7186647,18108,18083,30113,81,0.00426457567764216,0,0,0,2,258.811,249293.041533468
"Arizona",2021,365920.435849054,17,2487,0,0,7274022,75661,80332,92249,8,0.000341901632961792,0,0,0,81,270.97,294464.872714697
"Arizona",2022,441928.483242579,25,2202,0,0,7370065,79135,79842,94991,5,0.000298776198038959,0,0,0,8,292.655,329279.039626672
"Arizona",2023,423525.597696787,80,8091,0,0,7452073,78678,70826,74551,2,0.00108573815634925,0,0,0,5,304.702,303090.553167917
"Arizona",2024,433541.308809815,82,8481,0,0,7556424,78372,69279,95046,7,0.00112235628916535,0,0,0,2,314.055,301018.240861737
"Arizona",2025,424056.808909331,90,18065,0,0,7623818,78926,71277,59326,2,0.00236954764659912,0,0,0,7,322.531,286695.33013426
"Arkansas",2010,120666.479817328,0,0,0,0,2921998,NA,NA,NA,25,0,0,NA,NA,NA,218.056,120666.479817328
"Arkansas",2011,117399.902189777,0,0,0,0,2941038,NA,NA,NA,63,0,0,0,NA,25,224.939,113807.534806743
"Arkansas",2012,118784.723197808,0,0,0,0,2952876,NA,NA,NA,0,0,0,0,0,63,229.594,112815.324449338
"Arkansas",2013,122086.891290402,0,0,0,0,2960459,NA,NA,NA,25,0,0,0,0,0,232.957,114277.6528167
"Arkansas",2014,124354.354768391,0,0,0,0,2968759,NA,NA,NA,26,0,0,0,0,25,236.736,114541.992698095
"Arkansas",2015,128180.466565174,0,0,0,0,2979732,NA,NA,NA,29,0,0,0,0,26,237.017,117926.223930501
"Arkansas",2016,134350.76271093,0,0,0,0,2991815,NA,NA,NA,50,0,0,0,0,29,240.007,122063.06446768
"Arkansas",2017,138817.814553944,0,0,0,0,3003855,NA,NA,NA,32,0,0,0,0,50,245.12,123490.7692982
"Arkansas",2018,144020.151740594,0,0,0,0,3012161,NA,NA,NA,0,0,0,0,0,32,251.107,125064.049221833
"Arkansas",2019,149680.671391975,0,0,0,0,3020985,NA,NA,NA,36,0,0,0,0,0,255.657,127666.242195787
"Arkansas",2020,158734.502682689,0,0,0,0,3014399,8518,8462,2619,240,0,0,0,0,36,258.811,133738.561023204
"Arkansas",2021,179155.10357754,0,0,0,0,3027127,34950,40142,17566,5,0,0,0,0,240,270.97,144170.370394155
"Arkansas",2022,200133.013069185,0,0,0,0,3047429,36160,40393,24600,0,0,0,0,0,5,292.655,149118.259718147
"Arkansas",2023,205064.659955616,0,0,0,0,3069856,35330,36406,23417,20,0,0,0,0,0,304.702,146751.841114538
"Arkansas",2024,211475.460253191,0,0,0,0,3096080,35272,36294,27163,11,0,0,0,0,20,314.055,146832.538762223
"Arkansas",2025,215132.365317195,0,0,0,0,3114791,35414,36638,19945,125,0,0,0,0,11,322.531,145446.18362764
"California",2010,304768.705302025,957,53668,0,0,37319550,NA,NA,NA,13,0.00143806664335449,0,NA,NA,NA,218.056,304768.705302025
"California",2011,288166.018220114,818,54393,0,0,37636311,NA,NA,NA,17,0.00144522665890395,0,0,NA,13,224.939,279348.308959341
"California",2012,283504.523897866,725,48948,0,0,37944551,NA,NA,NA,5,0.00128998759268492,0,0,0,17,229.594,269257.308392523
"California",2013,334564.817760784,903,61588,0,0,38253768,NA,NA,NA,10,0.00160998519152414,0,0,0,5,232.957,313164.514917541
"California",2014,384372.700985388,750,67420,103,231,38586706,NA,NA,NA,19,0.00174723387894266,5.98651774007349e-06,0,0,10,236.736,354043.211366542
"California",2015,412642.369629806,756,59759,245,511,38904296,NA,NA,NA,13,0.00153605144275069,1.3134796218906e-05,5.98651774007349e-06,0,19,237.017,379631.606813001
"California",2016,440246.741674944,704,63258,329,375,39149186,NA,NA,NA,14,0.00161581903644178,9.57874322086799e-06,1.3134796218906e-05,5.98651774007349e-06,13,240.007,399981.848457218
"California",2017,476481.591448523,645,62341,314,331,39337785,NA,NA,NA,150,0.00158476131790338,8.41430192371025e-06,9.57874322086799e-06,1.3134796218906e-05,14,245.12,423872.674220379
"California",2018,521936.344837683,673,63439,347,326,39437463,NA,NA,NA,29,0.00160859738873162,8.26625181239473e-06,8.41430192371025e-06,9.57874322086799e-06,150,251.107,453238.466509997
"California",2019,536967.654065625,772,65962,388,384,39437610,NA,NA,NA,45,0.00167256585781948,9.73689835667019e-06,8.26625181239473e-06,8.41430192371025e-06,29,255.657,457992.618136542
"California",2020,563401.340795978,6082,659226,1010,5072,39527808,103116,74350,-61011,181,0.0166775248452937,0.000128314729721415,9.73689835667019e-06,8.26625181239473e-06,45,258.811,474682.462370641
"California",2021,651426.148442518,616,50226,263,353,39152927,412508,344771,-426637,21,0.00128281596928884,9.01592874525064e-06,0.000128314729721415,9.73689835667019e-06,181,270.97,524218.106154857
"California",2022,739682.409919217,696,48454,268,428,39125347,424110,318097,-129980,6,0.00123842991092194,1.09392001047301e-05,9.01592874525064e-06,0.000128314729721415,21,292.655,551134.22828021
"California",2023,730116.465700346,1701,98206,433,1268,39181667,410395,303116,-51778,185,0.00250642730438192,3.23620738239647e-05,1.09392001047301e-05,9.01592874525064e-06,6,304.702,522498.296843324
"California",2024,768022.458732518,1573,86771,430,1143,39364774,400854,289060,71150,25,0.00220428040562357,2.90361123373908e-05,3.23620738239647e-05,1.09392001047301e-05,185,314.055,533256.611935419
"California",2025,766606.871662704,1656,89371,609,1042,39355309,398632,288917,-119799,6,0.00227087532205629,2.64767327833711e-05,2.90361123373908e-05,3.23620738239647e-05,25,322.531,518285.771002733
"Colorado",2010,223303.808579557,0,0,0,0,5047539,NA,NA,NA,2,0,0,NA,NA,NA,218.056,223303.808579557
"Colorado",2011,214715.773402412,0,0,0,0,5121900,NA,NA,NA,4,0,0,0,NA,2,224.939,208145.598073417
"Colorado",2012,218104.160628337,0,0,0,0,5193660,NA,NA,NA,9,0,0,0,0,4,229.594,207143.570171575
"Colorado",2013,236966.527878551,0,0,0,0,5270774,NA,NA,NA,40,0,0,0,0,9,232.957,221809.060054368
"Colorado",2014,256192.146581163,0,0,0,0,5352637,NA,NA,NA,0,0,0,0,0,40,236.736,235976.930905743
"Colorado",2015,286712.602344569,64,6806,39,2,5454328,NA,NA,NA,15,0.00124781641294766,3.6668128502723e-07,0,0,0,237.017,263776.02963858
"Colorado",2016,319492.529331856,66,6466,36,0,5543844,NA,NA,NA,4,0.00116633873536124,0,3.6668128502723e-07,0,15,240.007,290271.796139225
"Colorado",2017,348694.865751781,32,2971,17,0,5617421,NA,NA,NA,0,0.000528890392940105,0,0,3.6668128502723e-07,4,245.12,310195.037721812
"Colorado",2018,374736.390700417,37,4175,16,0,5697155,NA,NA,NA,4,0.000732821908478881,0,0,0,0,251.107,325413.144239587
"Colorado",2019,392782.772799609,51,6564,29,2,5758486,NA,NA,NA,0,0.00113988294839998,3.47313512614253e-07,0,0,4,255.657,335013.867430157
"Colorado",2020,414764.073157882,277,32032,96,32,5786873,15563,11888,7440,139,0.00553528650101704,5.52975674427277e-06,3.47313512614253e-07,0,0,258.811,349451.123547744
"Colorado",2021,479160.043350798,43,5847,12,2,5814368,62064,46505,10117,4,0.00100561230386518,3.43975475924468e-07,5.52975674427277e-06,3.47313512614253e-07,139,270.97,385591.476594832
"Colorado",2022,550687.619889489,30,3393,14,0,5853355,62598,49604,26898,0,0.000579667558178173,0,3.43975475924468e-07,5.52975674427277e-06,4,292.655,410315.011336292
"Colorado",2023,540325.246740269,80,5412,16,9,5912240,62233,45204,41928,14,0.000915389091105909,1.5222656725708e-06,0,3.43975475924468e-07,0,304.702,386676.693960644
"Colorado",2024,546781.405423722,71,5416,18,2,5988502,62517,44713,58308,4,0.000904399798146515,3.33973337572568e-07,1.5222656725708e-06,0,14,314.055,379643.585171626
"Colorado",2025,540378.450863547,66,5890,38,2,6012561,65380,44772,3256,3,0.000979615840903735,3.32636957862049e-07,3.33973337572568e-07,1.5222656725708e-06,4,322.531,365337.792278887
"Connecticut",2010,252207.420928813,0,0,0,0,3579173,NA,NA,NA,5,0,0,NA,NA,NA,218.056,252207.420928813
"Connecticut",2011,238424.520405189,0,0,0,0,3588632,NA,NA,NA,39,0,0,0,NA,5,224.939,231128.871478374
"Connecticut",2012,227164.085359964,0,0,0,0,3595211,NA,NA,NA,16,0,0,0,0,39,229.594,215748.198111677
"Connecticut",2013,228767.364859142,0,0,0,0,3595792,NA,NA,NA,18,0,0,0,0,16,232.957,214134.353171294
"Connecticut",2014,233102.387867502,29,3093,19,9,3595697,NA,NA,NA,0,0.000860194838441615,2.50299177044117e-06,0,0,18,236.736,214709.103342271
"Connecticut",2015,234482.768067764,39,3927,21,17,3588561,NA,NA,NA,4,0.00109431050496285,4.7372749132591e-06,2.50299177044117e-06,0,0,237.017,215724.502773153
"Connecticut",2016,237320.927877315,44,3231,30,13,3579830,NA,NA,NA,0,0.000902556825324108,3.63145735970703e-06,4.7372749132591e-06,2.50299177044117e-06,4,240.007,215615.595583528
"Connecticut",2017,242955.733910242,46,3365,28,17,3575324,NA,NA,NA,0,0.000941173443301922,4.75481382945993e-06,3.63145735970703e-06,4.7372749132591e-06,0,245.12,216130.6931851
"Connecticut",2018,248581.826837394,37,3035,24,8,3574561,NA,NA,NA,4,0.000849055310568207,2.23803706245326e-06,4.75481382945993e-06,3.63145735970703e-06,0,251.107,215863.193112318
"Connecticut",2019,251769.977903558,29,2014,25,3,3566022,NA,NA,NA,0,0.00056477497895414,8.41273553556316e-07,2.23803706245326e-06,4.75481382945993e-06,4,255.657,214740.665429612
"Connecticut",2020,263071.518297687,121,11646,56,61,3579643,8460,11936,-20799,31,0.00325339705663386,1.70408054657965e-05,8.41273553556316e-07,2.23803706245326e-06,0,258.811,221645.613957369
"Connecticut",2021,302356.907055762,14,1915,9,2,3607765,33924,34598,26880,27,0.000530799539326979,5.54359832195279e-07,1.70408054657965e-05,8.41273553556316e-07,31,270.97,243313.790179544
"Connecticut",2022,336860.879840002,9,1297,6,0,3618707,35611,34903,11754,0,0.000358415312430655,0,5.54359832195279e-07,1.70408054657965e-05,27,292.655,250993.61368981
"Connecticut",2023,361769.693638584,25,2271,13,0,3641369,35082,33014,21171,0,0.000623666538601279,0,0,5.54359832195279e-07,0,304.702,258895.748357593
"Connecticut",2024,395654.911074985,28,1972,14,2,3674449,34584,32883,31629,11,0.000536679104812722,5.44299294941908e-07,0,0,0,314.055,274712.796450835
"Connecticut",2025,413058.70018197,34,1994,16,18,3688496,34700,32417,11589,0,0.000540599745804252,4.88003782571541e-06,5.44299294941908e-07,0,11,322.531,279259.754649567
"Delaware",2010,239100.731486813,2,600,0,0,899647,NA,NA,NA,3,0.000666928250747238,0,NA,NA,NA,218.056,239100.731486813
"Delaware",2011,224257.962885482,4,1483,0,0,907590,NA,NA,NA,5,0.00163399773025265,0,0,NA,3,224.939,217395.802217297
"Delaware",2012,212025.744184297,1,426,0,0,915518,NA,NA,NA,6,0.000465310348895379,0,0,0,5,229.594,201370.618020728
"Delaware",2013,214628.017617086,3,1670,0,0,924062,NA,NA,NA,0,0.00180723804246901,0,0,0,6,232.957,200899.423539586
"Delaware",2014,224103.392518117,1,58,0,0,933131,NA,NA,NA,0,6.21563317476324e-05,0,0,0,0,236.736,206420.186870313
"Delaware",2015,233950.474645213,4,2156,0,0,942065,NA,NA,NA,0,0.00228858942854262,0,0,0,0,237.017,215234.792015917
"Delaware",2016,244682.698920739,4,434,0,0,949989,NA,NA,NA,1,0.000456847395075101,0,0,0,0,240.007,222304.060280994
"Delaware",2017,254815.231276662,7,884,0,0,957942,NA,NA,NA,0,0.000922811610723822,0,0,0,1,245.12,226680.768893864
"Delaware",2018,261689.704491517,3,251,0,0,966985,NA,NA,NA,0,0.000259569693428543,0,0,0,0,251.107,227245.796423844
"Delaware",2019,269033.031959387,2,605,0,0,976668,NA,NA,NA,0,0.000619453079244943,0,0,0,0,255.657,229464.739150252
"Delaware",2020,278747.032193398,16,3947,0,0,991890,2577,2966,2299,8,0.00397927189506901,0,0,0,0,258.811,234852.702752061
"Delaware",2021,319880.416295968,3,261,0,0,1005130,10162,11246,14619,1,0.000259667903654254,0,0,0,8,270.97,257415.374601741
"Delaware",2022,356545.87958235,1,91,0,0,1020279,10844,11508,15620,0,8.91912898334671e-05,0,0,0,1,292.655,265660.823557461
"Delaware",2023,370633.420208269,2,613,0,0,1035354,10721,10983,15194,0,0.000592068026974349,0,0,0,0,304.702,265238.958316435
"Delaware",2024,383150.999799934,0,0,0,0,1050123,10422,10619,14839,0,0,0,0,0,0,314.055,266031.027725635
"Delaware",2025,391618.330537925,2,153,0,0,1059952,10328,10882,10328,0,0.000144346159071354,0,0,0,0,322.531,264764.399960865
"District of Columbia",2010,360050.026205748,0,0,0,0,605282,NA,NA,NA,0,0,0,NA,NA,NA,218.056,360050.026205748
"District of Columbia",2011,357732.097015047,0,0,0,0,620290,NA,NA,NA,0,0,0,0,NA,0,224.939,346785.706999289
"District of Columbia",2012,364098.453571012,0,0,0,0,635737,NA,NA,NA,0,0,0,0,0,0,229.594,345801.076647824
"District of Columbia",2013,406779.751369954,0,0,0,0,651559,NA,NA,NA,0,0,0,0,0,0,232.957,380760.249594246
"District of Columbia",2014,449497.265770317,0,0,0,0,663603,NA,NA,NA,0,0,0,0,0,0,236.736,414029.027206729
"District of Columbia",2015,475926.947432889,0,0,0,0,677014,NA,NA,NA,0,0,0,0,0,0,237.017,437853.514513415
"District of Columbia",2016,501048.951219474,0,0,0,0,687576,NA,NA,NA,0,0,0,0,0,0,240.007,455223.098105945
"District of Columbia",2017,521905.968196596,0,0,0,0,697079,NA,NA,NA,0,0,0,0,0,0,245.12,464281.689788989
"District of Columbia",2018,549530.393814782,0,0,0,0,704147,NA,NA,NA,0,0,0,0,0,0,251.107,477200.55416088
"District of Columbia",2019,564977.710123996,0,0,0,0,708253,NA,NA,NA,0,0,0,0,0,0,255.657,481883.068168671
"District of Columbia",2020,588939.223125441,0,0,0,0,670958,2189,2002,-15344,0,0,0,0,0,0,258.811,496198.891228894
"District of Columbia",2021,623241.254248095,0,0,0,0,669637,8504,5810,-4513,0,0,0,0,0,0,270.97,501537.051837187
"District of Columbia",2022,635134.12044588,0,0,0,0,674501,8495,5567,2484,0,0,0,0,0,0,292.655,473235.740950768
"District of Columbia",2023,611692.086193726,0,0,0,0,682559,8055,5050,5164,0,0,0,0,0,0,304.702,437749.438950381
"District of Columbia",2024,599667.552451422,0,0,0,0,691310,7747,4920,5921,0,0,0,0,0,0,314.055,416363.719149026
"District of Columbia",2025,580335.701766491,0,0,0,0,693645,7336,4820,-213,0,0,0,0,0,0,322.531,392351.996503883
"Florida",2010,146401.552498518,105,13817,0,0,18846143,NA,NA,NA,0,0.000733147360709297,0,NA,NA,NA,218.056,146401.552498518
"Florida",2011,133014.398470393,141,19702,0,0,19055607,NA,NA,NA,1,0.00103392140696436,0,0,NA,0,224.939,128944.236761344
"Florida",2012,132086.463777341,165,16997,0,0,19302016,NA,NA,NA,46,0.000880581593135142,0,0,0,1,229.594,125448.600335513
"Florida",2013,147776.485923983,127,14805,0,0,19551678,NA,NA,NA,4,0.000757224009110625,0,0,0,46,232.957,138324.022951189
"Florida",2014,166204.796488145,105,13778,0,0,19853880,NA,NA,NA,9,0.000693970145885842,0,0,0,4,236.736,153090.164161847
"Florida",2015,181100.034823748,85,12639,0,0,20219111,NA,NA,NA,0,0.000625101667427416,0,0,0,9,237.017,166612.307106778
"Florida",2016,198285.188122208,101,12400,0,0,20627237,NA,NA,NA,72,0.000601146920452797,0,0,0,0,240.007,180150.058044875
"Florida",2017,214322.941770956,268,27277,0,0,20977089,NA,NA,NA,146,0.00130032341475025,0,0,0,72,245.12,190659.282762759
"Florida",2018,230649.562124959,123,16613,0,0,21254926,NA,NA,NA,53,0.000781607049584647,0,0,0,146,251.107,200291.194266668
"Florida",2019,242676.626205984,151,13060,0,0,21492056,NA,NA,NA,87,0.000607666386128903,0,0,0,53,255.657,206984.727208612
"Florida",2020,257027.539826532,1339,182615,0,0,21591325,50409,56364,64500,212,0.00845779497089688,0,0,0,87,258.811,216553.381519387
"Florida",2021,299432.671357705,104,12136,0,0,21836698,208256,250266,300077,61,0.000555761681550938,0,0,0,212,270.97,240960.58820377
"Florida",2022,374163.719497079,115,10007,0,0,22413989,222202,260264,598737,264,0.000446462251766073,0,0,0,61,292.655,278787.801399789
"Florida",2023,390680.781054898,210,10031,0,0,22929248,224378,231949,517095,99,0.000437476187618539,0,0,0,264,304.702,279585.589834352
"Florida",2024,397116.926890852,211,11800,1,11,23265838,221213,229252,342075,340,0.000507181387577787,4.72796208758954e-07,0,0,99,314.055,275727.90947481
"Florida",2025,381171.865627136,211,19022,78,105,23462518,225971,227304,201191,0,0.000810739921435542,4.47522299183745e-06,4.72796208758954e-07,0,340,322.531,257701.778530407
"Georgia",2010,138015.093868307,0,0,0,0,9712209,NA,NA,NA,0,0,0,NA,NA,NA,218.056,138015.093868307
"Georgia",2011,125067.264834992,0,0,0,0,9803630,NA,NA,NA,32,0,0,0,NA,0,224.939,121240.280702142
"Georgia",2012,121597.724685605,0,0,0,0,9903580,NA,NA,NA,0,0,0,0,0,32,229.594,115486.961567133
"Georgia",2013,131704.127437975,0,0,0,0,9975592,NA,NA,NA,0,0,0,0,0,0,232.957,123279.726355573
"Georgia",2014,145857.074316709,0,0,0,0,10071204,NA,NA,NA,136,0,0,0,0,0,236.736,134348.008740556
"Georgia",2015,154987.46096048,0,0,0,0,10183353,NA,NA,NA,16,0,0,0,0,136,237.017,142588.699490747
"Georgia",2016,165245.180940373,0,0,0,0,10308442,NA,NA,NA,85,0,0,0,0,16,240.007,150131.884383097
"Georgia",2017,175871.178773079,0,0,0,0,10417031,NA,NA,NA,351,0,0,0,0,85,245.12,156453.026103715
"Georgia",2018,191067.168459826,0,0,0,0,10519389,NA,NA,NA,177,0,0,0,0,351,251.107,165918.682018725
"Georgia",2019,205147.038496211,0,0,0,0,10628020,NA,NA,NA,12,0,0,0,0,177,255.657,174974.839829654
"Georgia",2020,220254.266272295,0,0,0,0,10732595,29838,24705,12316,320,0,0,0,0,12,258.811,185570.799874315
"Georgia",2021,260237.74894081,0,0,0,0,10793038,121375,109407,47242,30,0,0,0,0,320,270.97,209419.502465355
"Georgia",2022,313410.798593977,0,0,0,0,10929992,125747,110519,121721,0,0,0,0,0,30,292.655,233521.05755312
"Georgia",2023,323227.897455572,52,7351,27,25,11063669,126265,98375,105074,41,0.000664426963604931,2.25964822338774e-06,0,0,0,304.702,231313.816146832
"Georgia",2024,334420.726969337,67,7984,35,32,11204208,125708,97476,111929,343,0.000712589412834892,2.85606979092141e-06,2.25964822338774e-06,0,41,314.055,232196.417952351
"Georgia",2025,330568.438427734,87,15275,51,36,11302748,126446,97815,69912,0,0.00135144126012541,3.18506614497643e-06,2.85606979092141e-06,2.25964822338774e-06,343,322.531,223489.932470981
"Hawaii",2010,414434.805587346,0,0,0,0,1364004,NA,NA,NA,1,0,0,NA,NA,NA,218.056,414434.805587346
"Hawaii",2011,414620.007066691,0,0,0,0,1379562,NA,NA,NA,3,0,0,0,NA,1,224.939,401932.880740709
"Hawaii",2012,410723.320282047,0,0,0,0,1395199,NA,NA,NA,2,0,0,0,0,3,229.594,390082.860734262
"Hawaii",2013,437000.639367953,0,0,0,0,1408822,NA,NA,NA,0,0,0,0,0,2,232.957,409048.070751334
"Hawaii",2014,475036.159002543,0,0,0,0,1415335,NA,NA,NA,3,0,0,0,0,0,236.736,437552.73675089
"Hawaii",2015,506023.120380596,0,0,0,0,1422999,NA,NA,NA,0,0,0,0,0,3,237.017,465542.039337732
"Hawaii",2016,535461.122554541,0,0,0,0,1428885,NA,NA,NA,1,0,0,0,0,0,240.007,486487.938017446
"Hawaii",2017,566376.810220367,0,0,0,0,1425763,NA,NA,NA,0,0,0,0,0,1,245.12,503842.451572341
"Hawaii",2018,594778.64846694,0,0,0,0,1423102,NA,NA,NA,14,0,0,0,0,0,251.107,516493.180079039
"Hawaii",2019,605524.866345054,25,2375,9,8,1415615,NA,NA,NA,1,0.00167771604567626,5.65125404859372e-06,0,0,14,255.657,516466.712257975
"Hawaii",2020,621825.585488001,258,62801,20,228,1451130,3825,2858,-4742,14,0.0432773080289154,0.00015711893489901,5.65125404859372e-06,0,1,258.811,523906.634065676
"Hawaii",2021,695969.269139486,41,7271,8,24,1446909,15525,12239,-7797,2,0.00502519508828821,1.65870832236167e-05,0.00015711893489901,5.65125404859372e-06,14,270.97,560063.014176771
"Hawaii",2022,820544.062544189,29,3118,6,12,1437812,15726,13490,-11401,2,0.0021685728036767,8.34601463890968e-06,1.65870832236167e-05,0.00015711893489901,2,292.655,611383.902896365
"Hawaii",2023,823653.551455039,23,2779,3,10,1434950,15245,12979,-4977,7,0.00193665284504687,6.96888393323809e-06,8.34601463890968e-06,1.65870832236167e-05,2,304.702,589436.888553669
